Date,Total Balance,Cash Balance,Account Balance,Amount,Payment Method,Shop/Person,Location,Description,Category,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Start Date,End Date,Hours,Net Pay,Payslip,Unnamed: 19,Start Date.1,End Date.1,Rent,Paid/ Unpaid
11-Jul-2025,6813.08,5740,1073.08,1047.92,Bank Transfer,Sheila,,"Rent Money, cat litter , cat canned food",Sheila,,,,,,,,,,,,,,
11-Jul-2025,7107.11,5740,1367.11,294.03,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
12-Jul-2025,7094.03,5740,1354.03,-13.08,Card,Wok N Roll,Wok'n'Roll Grand Parade,Spice Bag,Impulsive Food,,,,,,,,,,,,,,
12-Jul-2025,7088.51,5740,1348.51,-5.52,Card,Lidl,Lidl Cork Cornmarket,"Cookies, cranberry juice, yogurts",Food,,,,,,,,,,,,,,
13-Jul-2025,10538.51,9190,1348.51,3450.0,Cash,Mumsie,,Bernese pups,Mumsie,,,,,,,,,,,,,,
13-Jul-2025,10517.32,9190,1327.32,-21.19,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
13-Jul-2025,10514.47,9190,1324.47,-2.85,Card,Wok N Roll,Wok'n'Roll Grand Parade,Coke,Impulsive Food,,,,,,,,,,,,,,
14-Jul-2025,10487.47,9190,1297.47,-27.0,Card,TradingView,,Subscription + data charges,Trading,,,,,,,,,,,,,,
14-Jul-2025,10478.89,9190,1288.89,-8.58,Card,Mr Price,MrPRICE Cork City,"Monster, tayto's",Food,,,,,,,,,,,,,,
14-Jul-2025,10469.18,9190,1279.18,-9.71,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
15-Jul-2025,10453.39,9190,1263.39,-15.79,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
15-Jul-2025,10449.44,9190,1259.44,-3.95,Card,Daybreak,Daybreak,Chewing gum,Food,,,,,,,,,,,,,,
16-Jul-2025,10429.44,9190,1239.44,-20.0,Card,City Barbers,City barbers,Haircut,Personal,,,,,,,,,,,,,,
16-Jul-2025,10422.35,9190,1232.35,-7.09,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
17-Jul-2025,10409.85,9190,1219.85,-12.5,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
17-Jul-2025,10407.86,9190,1217.86,-1.99,Card,Mr Price,MrPRICE Cork City,Tayto's,Food,,,,,,,,,,,,,,
17-Jul-2025,10404.91,9190,1214.91,-2.95,Card,Daybreak,Daybreak,Monster,Impulsive Food,,,,,,,,,,,,,,
17-Jul-2025,10401.17,9190,1211.17,-3.74,Card,Lidl,Lidl Cork Cornmarket,bad food,Impulsive Food,,,,,,,,,,,,,,
18-Jul-2025,10755.21,9190,1565.21,354.04,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
18-Jul-2025,10745.75,9190,1555.75,-9.46,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
18-Jul-2025,10209.55,9190,1019.55,-536.2,Card,Royal Canin,,Mumsie dog food,Mumsie,,,,,,,,,,,,,,
18-Jul-2025,10159.55,9190,969.55,-50.0,Card,Dogs.ie,,Cavapoo add,Mumsie,,,,,,,,,,,,,,
19-Jul-2025,10145.8,9190,955.8,-13.75,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
19-Jul-2025,10695.8,9740,955.8,550.0,Cash,Musmie,,Bernese pup,Mumsie,,,,,,,,,,,,,,
20-Jul-2025,10683.95,9740,943.95,-11.85,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Jul-2025,10681.0,9740,941.0,-2.95,Card,Daybreak,Daybreak,Monster,Impulsive Food,,,,,,,,,,,,,,
20-Jul-2025,10679.7,9740,939.7,-1.3,Card,Daybreak,Daybreak,Chewing gum,Food,,,,,,,,,,,,,,
21-Jul-2025,10673.25,9740,933.25,-6.45,Card,Circle K,Circle K Polefield,"Monster, mars ice cream",Impulsive Food,,,,,,,,,,,,,,
22-Jul-2025,10658.26,9740,918.26,-14.99,Card,Lidl,Lidl Cork Cornmarket,food,Food,,,,,,,,,,,,,,
22-Jul-2025,10653.08,9740,913.08,-5.18,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
22-Jul-2025,10647.63,9740,907.63,-5.45,Card,Daybreak,Daybreak,"Monster, Oreo's",Impulsive Food,,,,,,,,,,,,,,
23-Jul-2025,10638.96,9740,898.96,-8.67,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
24-Jul-2025,10630.69,9740,890.69,-8.27,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
24-Jul-2025,10623.42,9740,883.42,-7.27,Card,Lidl,Lidl Cork Cornmarket,"Chewing gum, mints",Food,,,,,,,,,,,,,,
25-Jul-2025,10614.68,9740,874.68,-8.74,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
25-Jul-2025,10612.74,9740,872.74,-1.94,Card,Mr Price,MrPRICE Cork City,Monster,Impulsive Food,,,,,,,,,,,,,,
25-Jul-2025,11014.82,9740,1274.82,402.08,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
25-Jul-2025,10964.82,9740,1224.82,-50.0,Card,Trading212,,€50 into brokerage account.,Investing,,,,,,,,,,,,,,
20-Jul-2025,10947.32,9740,1207.32,-17.5,Card,Eskimo's,Eskimo Pizza (North),Pizza,Impulsive Food,,,,,,,,,,,,,,
20-Jul-2025,10944.92,9740,1204.92,-2.4,Card,Eskimo's,Eskimo Pizza (North),Fanta Lemon,Impulsive Food,,,,,,,,,,,,,,
26-Jul-2025,10933.26,9740,1193.26,-11.66,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
26-Jul-2025,10845.32,9740,1105.32,-87.94,Card,Mace,Hannon’s Mace/Maxol,Petrol,Petrol,,,,,,,,,,,,,,
27-Jul-2025,10839.69,9740,1099.69,-5.63,Card,Aspels Spar,Aspel's Spar,"Sweets, monster",Impulsive Food,,,,,,,,,,,,,,
27-Jul-2025,10819.79,9740,1079.79,-19.9,Card,Eskimo's,Eskimo Pizza (North),Pizza,Impulsive Food,,,,,,,,,,,,,,
28-Jul-2025,10817.8,9740,1077.8,-1.99,Card,Mr Price,MrPRICE Cork City,Sweets,Impulsive Food,,,,,,,,,,,,,,
28-Jul-2025,10807.93,9740,1067.93,-9.87,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
28-Jul-2025,10766.06,9740,1026.06,-41.87,Card,Topstep,,Topstep Combine,Trading,,,,,,,,,,,,,,
29-Jul-2025,10742.06,9740,1002.06,-24.0,Card,Lidl,Lidl Kanturk,food for home,Food Non-Personal,,,,,,,,,,,,,,
29-Jul-2025,10741.22,9740,1001.22,-0.84,Bank Transfer,,,,Null,,,,,,,,,,,,,,
30-Jul-2025,10733.5,9740,993.5,-7.72,Card,Aspels Spar,Aspel's Spar,"Sweets, monster",Impulsive Food,,,,,,,,,,,,,,
31-Jul-2025,10717.17,9740,977.17,-16.33,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
31-Jul-2025,10701.47,9740,961.47,-15.7,Card,Fast Als,Fast Al's,Pizza,Impulsive Food,,,,,,,,,,,,,,
31-Jul-2025,10695.47,9740,955.47,-6.0,Bank Transfer,BOI,,Maintaining Account,BOI Fees,,,,,,,,,,,,,,
31-Jul-2025,10693.28,9740,953.28,-2.19,Card,Lidl,Lidl Cork Cornmarket,Yogurt drink,Impulsive Food,,,,,,,,,,,,,,
27-Jul-2025,10793.28,9840,953.28,100.0,Cash,Dadsie,,Cleaned Parlour Bord Bia,Dadsie,,,,,,,,,,,,,,
1-Aug-2025,10783.56,9840,943.56,-9.72,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
1-Aug-2025,10733.56,9840,893.56,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
1-Aug-2025,11069.21,9840,1229.21,335.65,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
2-Aug-2025,11061.72,9840,1221.72,-7.49,Card,Cotters Costcu,Costcutter,Sweets,Impulsive Food,,,,,,,,,,,,,,
2-Aug-2025,11050.94,9840,1210.94,-10.78,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Aug-2025,11047.99,9840,1207.99,-2.95,Card,Daybreak,Daybreak,Monster,Impulsive Food,,,,,,,,,,,,,,
4-Aug-2025,11030.49,9840,1190.49,-17.5,Card,Eskimo's,Eskimo Pizza (North),Pizza,Impulsive Food,,,,,,,,,,,,,,
4-Aug-2025,11028.0,9840,1188.0,-2.49,Card,Mr Price,MrPRICE Cork City,Boost Bars,Impulsive Food,,,,,,,,,,,,,,
4-Aug-2025,11019.72,9840,1179.72,-8.28,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
4-Aug-2025,10840.52,9840,1000.52,-179.2,Card,The Perfume Shop,,2 * Prada l'omme,Personal,,,,,,,,,,,,,,
5-Aug-2025,10832.78,9840,992.78,-7.74,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
5-Aug-2025,10830.04,9840,990.04,-2.74,Card,Mr Price,MrPRICE Cork City,"Sewing thread, Sweets",Impulsive Food,,,,,,,,,,,,,,
6-Aug-2025,10816.22,9840,976.22,-13.82,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
7-Aug-2025,10809.14,9840,969.14,-7.08,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
7-Aug-2025,10806.69,9840,966.69,-2.45,Card,Lidl,Lidl Cork Cornmarket,Cookies,Food,,,,,,,,,,,,,,
8-Aug-2025,11155.88,9840,1315.88,349.19,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
8-Aug-2025,11105.88,9840,1265.88,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
8-Aug-2025,11090.57,9840,1250.57,-15.31,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
9-Aug-2025,11079.11,9840,1239.11,-11.46,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
9-Aug-2025,11076.11,9840,1236.11,-3.0,Card,Mace,Hannon’s Mace/Maxol,Monster,Impulsive Food,,,,,,,,,,,,,,
11-Aug-2025,11056.21,9840,1216.21,-19.9,Card,Eskimo's,Eskimo Pizza (North),Pizza,Impulsive Food,,,,,,,,,,,,,,
11-Aug-2025,11044.09,9840,1204.09,-12.12,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
11-Aug-2025,11032.41,9840,1192.41,-11.68,Card,Chemist Warhouse,Chemist Warehouse Cornmarket,"Mouth Wash, floss",Personal,,,,,,,,,,,,,,
10-Aug-2025,11132.41,9940,1192.41,100.0,Cash,Mumsie,,Working at home,Mumsie,,,,,,,,,,,,,,
12-Aug-2025,11120.54,9940,1180.54,-11.87,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Aug-2025,11117.59,9940,1177.59,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
13-Aug-2025,11110.51,9940,1170.51,-7.08,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
13-Aug-2025,11107.56,9940,1167.56,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
13-Aug-2025,11103.13,9940,1163.13,-4.43,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
14-Aug-2025,11091.96,9940,1151.96,-11.17,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
14-Aug-2025,11090.02,9940,1150.02,-1.94,Card,Mr Price,MrPRICE Cork City,Monster,Food,,,,,,,,,,,,,,
14-Aug-2025,11087.83,9940,1147.83,-2.19,Card,Lidl,Lidl Cork Cornmarket,Yogurt drink,Impulsive Food,,,,,,,,,,,,,,
14-Aug-2025,11060.83,9940,1120.83,-27.0,Card,TradingView,,TradingView Subscription,Trading,,,,,,,,,,,,,,
15-Aug-2025,11336.44,9940,1396.44,275.61,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
15-Aug-2025,11329.51,9940,1389.51,-6.93,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,,,,
15-Aug-2025,11327.57,9940,1387.57,-1.94,Card,Mr Price,MrPRICE Cork City,Monster,Food,,,,,,,,,,,,,,
15-Aug-2025,11277.57,9940,1337.57,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
16-Aug-2025,11174.64,9940,1234.64,-102.93,Card,Circle K,Circle K Polefield,"Petrol, Sweets",Petrol,,,,,,,,,,,,,,
17-Aug-2025,11152.94,9940,1212.94,-21.7,Card,Eskimo's,Eskimo Pizza (North),"Pizza, 2*Garlic Sauce, Coke",Impulsive Food,,,,,,,,,,,,,,
17-Aug-2025,11140.12,9940,1200.12,-12.82,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
17-Aug-2025,11138.18,9940,1198.18,-1.94,Card,Mr Price,MrPRICE Cork City,Monster,Food,,,,,,,,,,,,,,
11-Aug-2025,11135.68,9940,1195.68,-2.5,Card,Daybreak,Daybreak,Sweets,Impulsive Food,,,,,,,,,,,,,,
16-Aug-2025,11235.68,10040,1195.68,100.0,Cash,Mumsie,,Working at home,Mumsie,,,,,,,,,,,,,,
17-Aug-2025,10875.68,9680,1195.68,-360.0,Cash,Pat Sheehan,,6/07/2025 - 16/08/2025 = €360,Rent,,,,,,,,,,,,,,
18-Aug-2025,10867.8,9680,1187.8,-7.88,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
18-Aug-2025,10862.87,9680,1182.87,-4.93,Card,Mr Price,MrPRICE Cork City,"Charger, Monster",Food,,,,,,,,,,,,,,
19-Aug-2025,10855.47,9680,1175.47,-7.4,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Aug-2025,10854.02,9680,1174.02,-1.45,Card,Lidl,Lidl Cork Cornmarket,Baegals,Food,,,,,,,,,,,,,,
19-Aug-2025,10852.08,9680,1172.08,-1.94,Card,Mr Price,MrPRICE Cork City,Monster,Food,,,,,,,,,,,,,,
20-Aug-2025,10844.7,9680,1164.7,-7.38,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Aug-2025,10843.45,9680,1163.45,-1.25,Card,Mr Price,MrPRICE Cork City,Sweets,Food,,,,,,,,,,,,,,
21-Aug-2025,10826.3,9680,1146.3,-17.15,Card,Tesco,Tesco Superstore,Food,Food,,,,,,,,,,,,,,
21-Aug-2025,10824.31,9680,1144.31,-1.99,Card,Mr Price,MrPRICE Cork City,Sweets,Impulsive Food,,,,,,,,,,,,,,
22-Aug-2025,11163.18,9680,1483.18,338.87,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
22-Aug-2025,11146.99,9680,1466.99,-16.19,Card,Supervalu,O'Keeffe's SuperValu Newmarket,Food,Food,,,,,,,,,,,,,,
22-Aug-2025,11043.99,9680,1363.99,-103.0,Card,Sports Direct,Sports Direct,Shoes,Clothes,,,,,,,,,,,,,,
22-Aug-2025,10993.99,9680,1313.99,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
23-Aug-2025,10973.19,9680,1293.19,-20.8,Card,Eskimo's,Eskimo Pizza (North),"Pizza, 2*Garlic Sauce",Impulsive Food,,,,,,,,,,,,,,
23-Aug-2025,11073.19,9780,1293.19,100.0,Cash,Mumsie,,Working at home,Mumsie,,,,,,,,,,,,,,
24-Aug-2025,11068.04,9780,1288.04,-5.15,Card,Centra,Centra,"Sweets, Club Roc Shandy (Bottle)",Impulsive Food,,,,,,,,,,,,,,
24-Aug-2025,11057.64,9780,1277.64,-10.4,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
22-Aug-2025,11051.64,9780,1271.64,-6.0,Card,Lidl,Lidl Cork Cornmarket,6 * pain du choclate,Impulsive Food,,,,,,,,,,,,,,
25-Aug-2025,11039.11,9780,1259.11,-12.53,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
25-Aug-2025,11037.66,9780,1257.66,-1.45,Card,Lidl,Lidl Cork Cornmarket,Sweets,Food,,,,,,,,,,,,,,
26-Aug-2025,11026.82,9780,1246.82,-10.84,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Aug-2025,11019.83,9780,1239.83,-6.99,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Aug-2025,11017.89,9780,1237.89,-1.94,Card,Mr Price,MrPRICE Cork City,Monster,Food,,,,,,,,,,,,,,
27-Aug-2025,11011.9,9780,1231.9,-5.99,Card,Cotters Costcu,Costcutter,"Tayto's, sweets",Impulsive Food,,,,,,,,,,,,,,
28-Aug-2025,10999.26,9780,1219.26,-12.64,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Aug-2025,10989.26,9770,1219.26,-10.0,Cash,Denis,,Gymshark t-shirt,Clothes,,,,,,,,,,,,,,
28-Aug-2025,10977.16,9770,1207.16,-12.1,Card,Fast Als,Fast Al's,Pizza,Impulsive Food,,,,,,,,,,,,,,
28-Aug-2025,10976.16,9770,1206.16,-1.0,Card,Fast Als,Fast Al's,Dip,Impulsive Food,,,,,,,,,,,,,,
28-Aug-2025,10973.21,9770,1203.21,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
29-Aug-2025,11315.35,9770,1545.35,342.14,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
29-Aug-2025,11309.35,9770,1539.35,-6.0,Card,BOI,,Maintaining Account,BOI Fees,,,,,,,,,,,,,,
29-Aug-2025,11259.35,9770,1489.35,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
29-Aug-2025,11247.08,9770,1477.08,-12.27,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
30-Aug-2025,11238.15,9770,1468.15,-8.93,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
31-Aug-2025,11214.05,9770,1444.05,-24.1,Card,Eskimo's,Eskimo Pizza (North),"Pizza, 2*Garlic Sauce, Fanta",Impulsive Food,,,,,,,,,,,,,,
31-Aug-2025,11206.22,9770,1436.22,-7.83,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
31-Aug-2025,11203.27,9770,1433.27,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
31-Aug-2025,11198.77,9770,1428.77,-4.5,Card,Tesco,Tesco Superstore,Maltesers,Food,,,,,,,,,,,,,,
31-Aug-2025,11184.98,9770,1414.98,-13.79,Bank Transfer,TradeStation,,"$10 into Account, + €5 for BOI fees",Trading,,,,,,,,,,,,,,
1-Sep-2025,11170.37,9770,1400.37,-14.61,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
1-Sep-2025,11166.43,9770,1396.43,-3.94,Card,Lidl,Lidl Cork Cornmarket,Food,Impulsive Food,,,,,,,,,,,,,,
2-Sep-2025,11157.23,9770,1387.23,-9.2,Card,North Gate Pharmacy,Mary Shinnick-North Gate Pharmacy,"Fungal cream, plasters",Personal,,,,,,,,,,,,,,
2-Sep-2025,11144.36,9770,1374.36,-12.87,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Sep-2025,11141.41,9770,1371.41,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
2-Sep-2025,11136.52,9770,1366.52,-4.89,Card,Lidl,Lidl Cork Cornmarket,Food,Impulsive Food,,,,,,,,,,,,,,
3-Sep-2025,11122.16,9770,1352.16,-14.36,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
3-Sep-2025,11119.51,9770,1349.51,-2.65,Card,Lidl,Lidl Cork Cornmarket,Cookies,Impulsive Food,,,,,,,,,,,,,,
4-Sep-2025,11112.22,9770,1342.22,-7.29,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
4-Sep-2025,11109.27,9770,1339.27,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
5-Sep-2025,11097.5,9770,1327.5,-11.77,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
5-Sep-2025,11093.58,9770,1323.58,-3.92,Card,Mr Price,MrPRICE Cork City,"Sponges, scrubbing brush",Household,,,,,,,,,,,,,,
5-Sep-2025,11043.58,9770,1273.58,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
5-Sep-2025,11193.78,9770,1423.78,150.2,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
6-Sep-2025,11169.68,9770,1399.68,-24.1,Card,Eskimo's,Eskimo Pizza (North),"Pizza, 2*Garlic Sauce, Fanta",Impulsive Food,,,,,,,,,,,,,,
7-Sep-2025,11154.08,9770,1384.08,-15.6,Card,Tesco,Tesco Superstore,"2 * Mi Wadi, 4 pack monster",Food,,,,,,,,,,,,,,
7-Sep-2025,11146.91,9770,1376.91,-7.17,Card,Lidl,Lidl Cork Cornmarket,"Chicken breast, mushrooms, peppers",Food,,,,,,,,,,,,,,
7-Sep-2025,11143.92,9770,1373.92,-2.99,Card,Daybreak,Daybreak,Salt,Food,,,,,,,,,,,,,,
8-Sep-2025,11130.71,9770,1360.71,-13.21,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
9-Sep-2025,11123.28,9770,1353.28,-7.43,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
9-Sep-2025,10843.28,9770,1073.28,-280.0,Card,Motor Tax,,Car Tax,Car Maintenance,,,,,,,,,,,,,,
9-Sep-2025,10475.28,9770,705.28,-368.0,Card,FlyeFit,FLYEfit Cork,Annual membership,Personal,,,,,,,,,,,,,,
10-Sep-2025,10467.26,9770,697.26,-8.02,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
11-Sep-2025,10460.66,9770,690.66,-6.6,Card,Tesco,Tesco Superstore,4 Monster,Food,,,,,,,,,,,,,,
11-Sep-2025,10454.28,9770,684.28,-6.38,Card,Chemist Warhouse,Chemist Warehouse Cornmarket,Plasters,Personal,,,,,,,,,,,,,,
11-Sep-2025,10445.07,9770,675.07,-9.21,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Sep-2025,10420.97,9770,650.97,-24.1,Card,Eskimo's,Eskimo Pizza (North),"Pizza, 2*Garlic Sauce, Coke",Impulsive Food,,,,,,,,,,,,,,
12-Sep-2025,10400.97,9770,630.97,-20.0,Card,City Barbers,City barbers,Haircut,Personal,,,,,,,,,,,,,,
12-Sep-2025,10395.03,9770,625.03,-5.94,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Sep-2025,10345.03,9770,575.03,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
12-Sep-2025,10780.41,9770,1010.41,435.38,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
13-Sep-2025,10770.24,9770,1000.24,-10.17,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
13-Sep-2025,10670.44,9770,900.44,-99.8,Card,Spar,Aspel's Spar,Petrol,Petrol,,,,,,,,,,,,,,
14-Sep-2025,10646.34,9770,876.34,-24.1,Card,Eskimo's,Eskimo Pizza (North),"Pizza, 2*Garlic Sauce, Fanta",Impulsive Food,,,,,,,,,,,,,,
14-Sep-2025,10637.13,9770,867.13,-9.21,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Sep-2025,10632.19,9770,862.19,-4.94,Card,Lidl,Lidl Cork Cornmarket,"4 choc buns, ice-cream",Impulsive Food,,,,,,,,,,,,,,
14-Sep-2025,10640.72,9770,870.72,8.53,Bank Transfer,Tradestation,,$10 returned failed transaction,Trading,,,,,,,,,,,,,,
14-Sep-2025,10613.72,9770,843.72,-27.0,Card,TradingView,,Subscription,Trading,,,,,,,,,,,,,,
15-Sep-2025,10593.23,9770,823.23,-20.49,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
16-Sep-2025,10473.24,9770,703.24,-119.99,Card,Screenshelf,Screenshelf.ie,S22 Ultra Screen,Personal,,,,,,,,,,,,,,
14-Sep-2025,10470.79,9770,700.79,-2.45,Card,Lidl,Lidl Cork Cornmarket,Cookies,Impulsive Food,,,,,,,,,,,,,,
13-Sep-2025,10570.79,9870,700.79,100.0,Cash,Mumsie,,Working at home,Mumsie,,,,,,,,,,,,,,
16-Sep-2025,10564.2,9870,694.2,-6.59,Card,Mr Price,MrPRICE Cork City,4 * Monster,Food,,,,,,,,,,,,,,
16-Sep-2025,10560.66,9870,690.66,-3.54,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
17-Sep-2025,10547.74,9870,677.74,-12.92,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
18-Sep-2025,10542.51,9870,672.51,-5.23,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
18-Sep-2025,10541.21,9870,671.21,-1.3,Card,Daybreak,Daybreak,Chewing Gum,Food,,,,,,,,,,,,,,
18-Sep-2025,10538.26,9870,668.26,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
19-Sep-2025,10849.42,9870,979.42,311.16,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
19-Sep-2025,10845.93,9870,975.93,-3.49,Card,Chemist Warhouse,Chemist Warehouse Cornmarket,Plasters,Personal,,,,,,,,,,,,,,
19-Sep-2025,10841.79,9870,971.79,-4.14,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Sep-2025,10791.79,9870,921.79,-50.0,Card,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
19-Sep-2025,10789.34,9870,919.34,-2.45,Card,Lidl,Lidl Cork Cornmarket,Cookies,Food,,,,,,,,,,,,,,
19-Sep-2025,10779.34,9870,909.34,-10.0,Card,Pre Pay Power,,Top up denis apartment,Household,,,,,,,,,,,,,,
20-Sep-2025,10829.34,9920,909.34,50.0,Cash,Dadsie,,Dosed Cattle,Dadsie,,,,,,,,,,,,,,
21-Sep-2025,10839.34,9930,909.34,10.0,Cash,Peggie,,Brought in timber,Mumsie,,,,,,,,,,,,,,
22-Sep-2025,10837.55,9930,907.55,-1.79,Card,Mr Price,MrPRICE Cork City,Sweets,Food,,,,,,,,,,,,,,
22-Sep-2025,10831.85,9930,901.85,-5.7,Card,Daybreak,Daybreak,"Choclate bar, monster",Food,,,,,,,,,,,,,,
